FEATURE,MICRO-FEATURE,TRIGGER,event,feature.name,feature.type,step.name,step.index,step.type,step.success,interaction.name,interaction.value,message.type,message.name,message.code,
,,,,,,,,,,,,,,
Contas,Segunda via de contas,Clique para enviar,'feature-interaction','bill-duplicate','bills','send-by-email',3,'intermediary',false,'send-email','next',-,-,-
Contas,Segunda via de contas,No carregamento da página,'feature-step','bill-duplicate','bills','success',4,'completion',true,-,-,-,-,-
Contas,Segunda via de contas,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','bill-duplicate','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Segunda via de contas,No momento que a operação falhar a execução,'interface-message','bill-duplicate','bills',-,-,-,false,-,-,'error','string','string'
Contas,Informe de Pagamento - Pagamento de Contas - Móvel - Desktop e Mobile,"Exibição do lightbox após clique em ""Já pagou"", no box de contas",'feature-step','payment-report','bills','confirm-payment',1,'initial',false,-,-,-,-,-
Contas,Informe de Pagamento - Pagamento de Contas - Móvel - Desktop e Mobile,Clique no botão do lightbox ,'feature-interaction','payment-report','bills','confirm-payment',1,'initial',false,'confirm','next' | 'cancel',-,-,-
Contas,Informe de Pagamento - Pagamento de Contas - Móvel - Desktop e Mobile,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','payment-report','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Informe de Pagamento - Pagamento de Contas - Móvel - Desktop e Mobile,No momento que a operação falhar a execução,'interface-message','payment-report','bills',-,-,-,false,-,-,'error','string','string'
Contas,Informe de Pagamento - Móvel - Beatrix,Exibição do lightbox de informe de pagamento,'feature-interaction','payment-report','bills','confirm-payment',1,'initial',false,'to-send','paid',-,-,-
Contas,Informe de Pagamento - Móvel - Beatrix,Clique para enviar informe,'feature-step','payment-report','bills','confirm-payment',1,'intermediary',false,-,-,-,-,-
Contas,Informe de Pagamento - Móvel - Beatrix,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','payment-report','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Informe de Pagamento - Móvel - Beatrix,No momento que a operação falhar a execução,'interface-message','payment-report','bills',-,-,-,false,-,-,'error','string','string'
Contas,Informe de Pagamento - Fixa 1 - TV,"Exibição do lightbox após clique em ""Já pagou"", no box de contas",'feature-step','payment-report','bills','confirm-payment',1,'initial',false,-,-,-,-,-
Contas,Informe de Pagamento - Fixa 1 - TV,Clique para confirmar ou voltar,'feature-interaction','payment-report','bills','confirm-payment',1,'initial',false,'confirm','next' | 'cancel',-,-,-
Contas,Informe de Pagamento - Fixa 1 - TV,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','payment-report','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Informe de Pagamento - Fixa 1 - TV,No momento que a operação falhar a execução,'interface-message','payment-report','bills',-,-,-,false,-,-,'error','string','string'
Contas,Conta Digital - Ativacao,No carregamento da página,'feature-step','digital-bill-activation','bills','home',1,'initial',false,-,-,-,-,-
Contas,Conta Digital - Ativacao,Clique para desativar ou ativar conta digital,'feature-interaction','digital-bill-activation','bills','home',1,'initial',false,'to-active','next',-,-,-
Contas,Conta Digital - Ativacao,No carregamento da página,'feature-step','digital-bill-activation','bills','confirm-email',2,'intermediary',false,-,-,-,-,-
Contas,Conta Digital - Ativacao,Clicou em sim ou não (desativar ou cancelar),'feature-interaction','digital-bill-activation','bills','confirm-email',2,'intermediary',false,'confirm','next' | 'cancel',-,-,-
Contas,Conta Digital - Ativacao,No carregamento da página,'feature-step','digital-bill-activation','bills','activation-success',3,'completion',true,-,-,-,-,-
Contas,Conta Digital - Ativacao,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','digital-bill-activation','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Conta Digital - Ativacao,No momento que a operação falhar a execução,'interface-message','digital-bill-activation','bills',-,-,-,false,-,-,'error','string','string'
Contas,Conta Digital - Desativacao,No carregamento da página,'feature-step','digital-bill-activation','bills','home',1,'initial',false,-,-,-,-,-
Contas,Conta Digital - Desativacao,Clique para desativar ou ativar conta digital,'feature-interaction','digital-bill-activation','bills','home',1,'initial',false,'to-disable','next',-,-,-
Contas,Conta Digital - Desativacao,No carregamento da página,'feature-step','digital-bill-activation','bills','confirm-deactivation',2,'intermediary',false,-,-,-,-,-
Contas,Conta Digital - Desativacao,Clicou em sim ou não (desativar ou cancelar),'feature-interaction','digital-bill-activation','bills','confirm-deactivation',2,'intermediary',false,'confirm','next' | 'cancel',-,-,-
Contas,Conta Digital - Desativacao,No carregamento da página,'feature-step','digital-bill-activation','bills','deactivation-success',3,'completion',true,-,-,-,-,-
Contas,Conta Digital - Desativacao,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','digital-bill-activation','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Conta Digital - Desativacao,No momento que a operação falhar a execução,'interface-message','digital-bill-activation','bills',-,-,-,false,-,-,'error','string','string'
Contas,Debito Automatico - Ativacao,No carregamento da página,'feature-step','direct-debt-activation','bills','home',1,'initial',false,-,-,-,-,-
Contas,Debito Automatico - Ativacao,Clique para desativar ou ativar débito automático,'feature-interaction','direct-debt-activation','bills','home',1,'initial',false,'to-active','next',-,-,-
Contas,Debito Automatico - Ativacao,No carregamento da página,'feature-step','direct-debt-activation','bills','select-bank',2,'intermediary',false,-,-,-,-,-
Contas,Debito Automatico - Ativacao,Clique em alguma opção de banco,'feature-interaction','direct-debt-activation','bills','select-bank',2,'intermediary',false,'to-active','next',-,-,-
Contas,Debito Automatico - Ativacao,No carregamento da página,'feature-step','direct-debt-activation','bills','activation-success',3,'completion',true,-,-,-,-,-
Contas,Debito Automatico - Ativacao,No momento que o sistema retornar um aviso para a não-realização da operação,'interface-message','direct-debt-activation','bills',-,-,-,false,-,-,'warning','string','string'
Contas,Debito Automatico - Ativacao,No momento que a operação falhar a execução,'interface-message','direct-debt-activation','bills',-,-,-,false,-,-,'error','string','string'
Contas,Debito Automatico - Desativacao,No carregamento da página,'feature-step','direct-debt-deactivation','bills','home',1,'initial',false,-,-,-,-,-
Contas,Debito Automatico - Desativacao,Clique para desativar ou ativar débito automático,'feature-interaction','direct-debt-deactivation','bills','home',1,'initial',false,'to-disable','next',-,-,-
Contas,Debito Automatico - Desativacao,No carregamento da página,'feature-step','direct-debt-deactivation','bills','confirm-deactivation',2,'intermediary',false,-,-,-,-,-
Contas,Debito Automatico - Desativacao,Clicou para desativar (sim),'feature-interaction','direct-debt-deactivation','bills','confirm-deactivation',2,'intermediary',false,'to-disable','next' | 'cancel',-,-,-
Contas,Debito Automatico - Desativacao,No carregamento da página,'feature-step','direct-debt-deactivation','bills','deactivation-success',3,'completion',true,-,-,-,-,-
